accumulated_eval_time,accumulated_logging_time,accumulated_submission_time,global_step,preemption_count,score,test/ctc_loss,test/num_examples,test/wer,total_duration,train/ctc_loss,train/wer,validation/ctc_loss,validation/num_examples,validation/wer
56.942028760910034,0.0,105.18689012527466,1,0,105.18689012527466,31.18216336537841,2472.0,3.6289683748705137,162.5505509376526,32.255380541788305,3.702520962796125,31.07336246734981,5348.0,3.392082267175204
87.38137793540955,0.0426969528198242,1543.883981704712,2482,0,1543.883981704712,0.7745164002516292,2472.0,0.2378689090650579,1633.9642457962036,0.8929376145698962,0.2704838403299774,1.1147493312989754,5348.0,0.3074108048085743
117.934494972229,0.1007003784179687,2982.035411119461,4963,0,2982.035411119461,0.5020262900025808,2472.0,0.1591209148335466,3105.075966835022,0.5733176789836377,0.1833708718895009,0.8046409970238095,5348.0,0.2297590884951479
148.88389992713928,0.1410753726959228,4420.376928567886,7462,0,4420.376928567886,0.4144817558794115,2472.0,0.1347063961164259,4576.873343229294,0.4650259479598072,0.1505305147757184,0.6882150568395871,5348.0,0.1992661613479457
179.86899662017822,0.2461457252502441,5858.877373218536,9951,0,5858.877373218536,0.3712636450335505,2472.0,0.1186805597871346,6048.941525697708,0.407449244475185,0.1327670890884915,0.6255456741636528,5348.0,0.1815285086660551
210.9648835659027,0.3400206565856933,7296.98780798912,12440,0,7296.98780798912,0.3428747671220724,2472.0,0.1098653342270428,7520.705591440201,0.3743394727238781,0.1235787359908822,0.5940799356728451,5348.0,0.1719886061893497
241.77593684196472,0.4158704280853271,8735.210786104202,14944,0,8735.210786104202,0.3286619298019227,2472.0,0.1060264456766802,8992.250871658325,0.3543117531740105,0.1166969688746574,0.5733998953781143,5348.0,0.164997827451359
272.5707755088806,0.4765710830688476,10173.598460674286,17437,0,10173.598460674286,0.3181003109071553,2472.0,0.1010704202465825,10463.947876930237,0.337356522421753,0.1119046972945103,0.5570375190721067,5348.0,0.1607492878868343
303.67228984832764,0.5368142127990723,11611.849317789078,19922,0,11611.849317789078,0.3070620231547196,2472.0,0.0994251822964271,11935.891104221344,0.3251712713863806,0.107953651189927,0.5432279991868847,5348.0,0.1567035195287983
335.04503059387207,0.6350538730621338,13050.194867372513,22412,0,13050.194867372513,0.2971283177543712,2472.0,0.0946316495033818,13408.22289776802,0.3142822514257587,0.1041925592249871,0.5304873610012306,5348.0,0.1527349973446627
366.0125710964203,0.7381696701049805,14488.62800860405,24903,0,14488.62800860405,0.2891249032195626,2472.0,0.0932910852476997,14880.15677189827,0.3059892739238916,0.101419228786193,0.5205139932753164,5348.0,0.1497223965625452
396.7175188064575,0.8525834083557129,15927.016851902008,27384,0,15927.016851902008,0.285307116588167,2472.0,0.0926411146994901,16351.784252882004,0.2972436127282911,0.0987490163089197,0.5134525065300382,5348.0,0.1480905711388982
427.666588306427,0.9160645008087158,17365.491941928864,29866,0,17365.491941928864,0.28073235067585,2472.0,0.0903662177807568,17823.812094688416,0.2888625596187792,0.0957803044693495,0.5044168507164205,5348.0,0.1450296914980929
459.2089948654175,1.0167248249053955,18803.837928771973,32365,0,18803.837928771973,0.2762865749403187,2472.0,0.0881725671805496,19296.35780453682,0.2820353872462489,0.0934682912268323,0.4947880366875125,5348.0,0.1419688118572876
490.44302678108215,1.079479455947876,20242.27541446685,34841,0,20242.27541446685,0.2742862442738241,2472.0,0.0871569881989722,20768.57341146469,0.2762758630932174,0.0916555860085208,0.4866944585719309,5348.0,0.1399507555641384
521.2798662185669,1.1816999912261963,21680.366227388386,37311,0,21680.366227388386,0.2704850665768759,2472.0,0.0851055186561858,22240.094606637955,0.2706474047796863,0.0895226723833817,0.4811236178609102,5348.0,0.1379133877275141
552.0604331493378,1.260990858078003,23118.54988145828,39805,0,23118.54988145828,0.2656276715433254,2472.0,0.083074360693031,23711.50098347664,0.2642765494517618,0.0877316762096008,0.4753008369750854,5348.0,0.13591464297784
583.3304872512817,1.328014612197876,24557.13251781464,42291,0,24557.13251781464,0.2610870308165043,2472.0,0.0815713038002965,25183.969138622284,0.2592947745519044,0.0863314428373721,0.4710785825735885,5348.0,0.134804229228021
614.9343497753143,1.4280555248260498,25995.25458741188,44790,0,25995.25458741188,0.2582185745854571,2472.0,0.0814900574817703,26656.274281978607,0.2544574319794283,0.0850506092100621,0.4667487041955495,5348.0,0.1329889441413605
646.6049659252167,1.4906761646270752,27433.357386112213,47271,0,27433.357386112213,0.2555011613652493,2472.0,0.0797026384741941,28128.61841225624,0.2506289940338787,0.0828145776234023,0.4617935373813291,5348.0,0.1321488920001931
676.1470816135406,1.5899088382720947,27855.615352153774,48000,0,27855.615352153774,0.2541302563875088,2472.0,0.0790729795056161,28582.090866565704,0.2493786970008147,0.0818648069251852,0.4607520276867339,5348.0,0.1314729879785642
,,,48000,0,27855.615352153778,,,,,,,,,
