accumulated_eval_time,accumulated_logging_time,accumulated_submission_time,global_step,preemption_count,score,test/ctc_loss,test/num_examples,test/wer,total_duration,train/ctc_loss,train/wer,validation/ctc_loss,validation/num_examples,validation/wer
27.23942852020264,0.0,7.373810768127441,1,0,7.373810768127441,10.787230627782437,2472.0,0.899579550301627,34.99970865249634,10.704545145983667,0.9415044965154046,10.778168638235885,5348.0,0.8967218654950997
55.97055101394653,0.0362772941589355,1446.1707293987274,1789,0,1446.1707293987274,2.3582555729401897,2472.0,0.5226372554993601,1504.2899956703186,2.511093664084828,0.5642215560717919,2.693739639843279,5348.0,0.5610003379520108
85.07050681114197,0.1302490234375,2885.042991638184,3579,0,2885.042991638184,0.7017684608684431,2472.0,0.2284037129567566,2974.133073329925,0.7671738596404885,0.251505639005707,0.98213687258263,5348.0,0.287143339931444
114.05062651634216,0.2179343700408935,4323.775846719742,5368,0,4323.775846719742,0.5336530280179367,2472.0,0.1786403428594641,4443.728251695633,0.5716998709363184,0.1949034051651442,0.7943220454716697,5348.0,0.2373581808526046
143.412415266037,0.3287141323089599,5762.559548854828,7160,0,5762.559548854828,0.4839569286728176,2472.0,0.1628379339061199,5913.790298461914,0.5183755583425542,0.1777606101986301,0.7427549049848051,5348.0,0.2221696519094288
172.65669584274292,0.4341108798980713,7201.732684612274,8951,0,7201.732684612274,0.4292926156526227,2472.0,0.1440903459062011,7384.090146064758,0.4578703283359694,0.1600248083608528,0.6705429938655314,5348.0,0.2028291411191039
203.2402918338776,0.5290110111236572,8640.944878101349,10742,0,8640.944878101349,0.3954835795857797,2472.0,0.1327564844717973,8855.669543027878,0.4151022326913808,0.1467991230026821,0.6286288018635724,5348.0,0.1909428861101723
232.9328711032868,0.5946090221405029,10080.22319674492,12533,0,10080.22319674492,0.3731306757694044,2472.0,0.1256068084414925,10326.54808306694,0.3777058506323357,0.1344983107464814,0.597517084447835,5348.0,0.1797711582098199
262.1306121349335,0.7008659839630127,11519.312636137009,14326,0,11519.312636137009,0.3485445381556875,2472.0,0.1180712123981882,11796.846511602402,0.3496964966974631,0.125521601227361,0.5642752560214487,5348.0,0.1704436827113407
291.6681275367737,0.807520866394043,12958.284584999084,16117,0,12958.284584999084,0.3384627133202142,2472.0,0.1137448459366684,13267.348156929016,0.3318059613250199,0.1177309054507668,0.5509860004458007,5348.0,0.1667938009945445
321.4439342021942,0.9056146144866944,14397.615447998049,17908,0,14397.615447998049,0.3277648961223304,2472.0,0.1109824711067779,14738.336946249008,0.3163104439756705,0.1136233807920178,0.5297307556164608,5348.0,0.1627383768647709
350.821191072464,1.0062954425811768,15836.853271245956,19699,0,15836.853271245956,0.3130383411833021,2472.0,0.1038937298153677,16208.82075548172,0.2945730302302611,0.1059142914655974,0.5176195754376381,5348.0,0.1556606961811422
380.6647431850433,1.105196237564087,17275.981452941895,21493,0,17275.981452941895,0.2909746697367572,2472.0,0.0979221254036926,17679.742163181305,0.2718457888412949,0.0991246348111354,0.4837569224683544,5348.0,0.1463911553130884
410.38974618911743,1.202540397644043,18715.22382569313,23284,0,18715.22382569313,0.2812544861765275,2472.0,0.0951394389941705,19150.628645658493,0.2606575119984251,0.0953707381031396,0.4750736199015471,5348.0,0.1444986240525274
439.31547355651855,1.3186135292053225,20154.155413150787,25075,0,20154.155413150787,0.2704366007484354,2472.0,0.0910771230678609,20620.28057050705,0.2409419686496595,0.0893046586402189,0.4569770946353225,5348.0,0.1381934051079032
468.4466462135315,1.368600845336914,21593.30961108208,26866,0,21593.30961108208,0.2532322145783598,2472.0,0.0844555481079763,22090.43482279777,0.2157010587931315,0.0784673220571354,0.4321921856163351,5348.0,0.1286728141746729
498.60768866539,1.4568662643432615,23032.589289188385,28659,0,23032.589289188385,0.2401576563407316,2472.0,0.0811650722076655,23561.83048200608,0.1993901162973233,0.0746481401890005,0.419514238151748,5348.0,0.1250036209144016
528.5777151584625,1.5585474967956543,24471.32308125496,30450,0,24471.32308125496,0.2320343752016259,2472.0,0.0776308573517762,25032.41727566719,0.1861461333293169,0.0695123742580613,0.4032855088485156,5348.0,0.1212185583932795
558.7590038776398,1.6624572277069092,25909.968359947205,32240,0,25909.968359947205,0.2243965084440931,2472.0,0.0737919688014136,26503.25608468056,0.1719855097166878,0.06371831629572,0.3895020119895268,5348.0,0.1161106551441124
589.4505825042725,1.7221384048461914,27349.3757481575,34031,0,27349.3757481575,0.2154437383056971,2472.0,0.0712530213474701,27975.187276363373,0.1626895012931824,0.0601765963581761,0.3804754801775668,5348.0,0.1130401197315695
619.0722682476044,1.8364129066467283,28788.52396607399,35823,0,28788.52396607399,0.210560182310149,2472.0,0.0693843560213677,29445.82718157768,0.1551264734982452,0.0580221860735872,0.3724787832623819,5348.0,0.1109158499493072
648.4531435966492,1.9269933700561523,30227.316274642944,37613,0,30227.316274642944,0.2064735905340667,2472.0,0.0675563138545284,30915.89677071572,0.1511291772805493,0.0564226996501803,0.3678992211830671,5348.0,0.1095254188190991
677.4779894351959,2.044450521469116,31666.12989330292,39402,0,31666.12989330292,0.2056133031768178,2472.0,0.0671094591026344,32385.588259458546,0.1497112587272844,0.0557589671887666,0.3654097177092751,5348.0,0.108048085743253
706.7141468524933,2.103785753250122,33104.87920451164,41194,0,33104.87920451164,0.3090885651896896,2472.0,0.105315540389576,33855.50926780701,0.289075997167557,0.1058598871654815,0.5229237107883765,5348.0,0.1571766523439386
736.0398917198181,2.206869840621948,34544.29892587662,42986,0,34544.29892587662,0.3690788518614104,2472.0,0.1227834988727073,35326.14430856705,0.3724149874669916,0.1305975224281727,0.5905930463726894,5348.0,0.1762178342103992
765.0964508056641,2.3041701316833496,35983.38410305977,44778,0,35983.38410305977,0.3442547452658236,2472.0,0.1141104543700363,36796.103931427,0.3420250938066403,0.1213215892584149,0.5587143241724433,5348.0,0.1653164679186984
794.964572429657,2.433302640914917,37422.63085007668,46570,0,37422.63085007668,0.3287401858587651,2472.0,0.1107590437308309,38267.19436430931,0.3257834403065623,0.1161803828974642,0.5370882818778883,5348.0,0.1612513880171872
824.2418339252472,2.53298020362854,38861.462785720825,48363,0,38861.462785720825,0.3159912534679657,2472.0,0.1064123656896796,39737.26195216179,0.3126268309477907,0.1103917653651344,0.5330388929701627,5348.0,0.1586443296480471
853.6203646659851,2.6411352157592773,40300.57038760185,50156,0,40300.57038760185,0.3014793293115685,2472.0,0.0981252412000081,41207.618876457214,0.2940246315617978,0.1038632493512287,0.5040788702249096,5348.0,0.1496741177038574
