global_step,grad_norm,loss,train/loss,validation/loss,validation/num_examples,test/loss,test/num_examples,score,total_duration,accumulated_submission_time,accumulated_eval_time,accumulated_logging_time,preemption_count
0,18.758562,0.23945537,,,,,,,,,,,
1,,,0.232996903078736,0.2332861141109094,83274637.0,0.2413377558799342,95000000.0,21.81806182861328,861.3141672611237,21.81806182861328,839.4960663318634,0.0,0.0
100,9.538049,0.20443937,,,,,,,,,,,
166,,,0.1445577662180429,0.1444972123183234,83274637.0,0.1478527774054276,95000000.0,142.00783586502075,1640.3083701133728,142.00783586502075,1498.2636742591858,0.030428409576416,0.0
200,0.70890653,0.13686995,,,,,,,,,,,
300,1.7535561,0.14366366,,,,,,,,,,,
332,,,0.1319385315028001,0.1324047515753412,83274637.0,0.1355068931537829,95000000.0,262.60907769203186,2411.3898396492004,262.60907769203186,2148.714910268784,0.0531857013702392,0.0
400,0.103281066,0.12641898,,,,,,,,,,,
500,0.49701267,0.13499726,,,,,,,,,,,
505,,,0.1301498140952309,0.1299869449009689,83274637.0,0.1326114180818256,95000000.0,382.7915513515472,3180.6782019138336,382.7915513515472,2797.7936296463013,0.0738832950592041,0.0
600,0.11368931,0.13075598,,,,,,,,,,,
673,,,0.1282793116878788,0.1287846487693654,83274637.0,0.1314804127878289,95000000.0,503.0837607383728,3947.2600605487823,503.0837607383728,3444.050867795944,0.0999298095703125,0.0
673,,,,,,,,503.0837607383728,,,,,0.0
