global_step,loss,lr,train/ctc_loss,train/wer,validation/ctc_loss,validation/wer,validation/num_examples,test/ctc_loss,test/wer,test/num_examples,score,total_duration,accumulated_submission_time,accumulated_eval_time,accumulated_logging_time,preemption_count
0,33.815460205078125,0.0002777777777777,,,,,,,,,,,,,,
1,,,32.039523869257295,2.8918143744126548,30.77659734779988,2.573968039395549,5348.0,30.91134911929802,2.8530457213657505,2472.0,98.90452146530151,154.95701622962952,98.90452146530151,55.67148399353027,0.0,0.0
1,33.18593215942383,0.0005555555555555,,,,,,,,,,,,,,
2,33.81696701049805,0.0008333333333333,,,,,,,,,,,,,,
3,33.794578552246094,0.0011111111111111,,,,,,,,,,,,,,
4,33.35921859741211,0.0013888888888888,,,,,,,,,,,,,,
5,33.62820816040039,0.0016666666666666,,,,,,,,,,,,,,
6,33.917388916015625,0.0019444444444444,,,,,,,,,,,,,,
7,32.888946533203125,0.0022222222222222,,,,,,,,,,,,,,
8,33.41259002685547,0.0025,,,,,,,,,,,,,,
9,33.16476058959961,0.0027777777777777,,,,,,,,,,,,,,
10,33.21961212158203,0.0030555555555555,,,,,,,,,,,,,,
11,33.4488410949707,0.0033333333333333,,,,,,,,,,,,,,
12,33.782039642333984,0.0036111111111111,,,,,,,,,,,,,,
13,33.521724700927734,0.0038888888888888,,,,,,,,,,,,,,
14,33.46000289916992,0.0041666666666666,,,,,,,,,,,,,,
15,32.709808349609375,0.0044444444444444,,,,,,,,,,,,,,
16,33.54568862915039,0.0047222222222222,,,,,,,,,,,,,,
17,33.40031814575195,0.005,,,,,,,,,,,,,,
18,33.453346252441406,0.0052777777777777,,,,,,,,,,,,,,
19,33.10979080200195,0.0055555555555555,,,,,,,,,,,,,,
20,32.75309753417969,0.0058333333333333,,,,,,,,,,,,,,
21,33.07456588745117,0.0061111111111111,,,,,,,,,,,,,,
22,33.85737991333008,0.0063888888888888,,,,,,,,,,,,,,
23,32.9664192199707,0.0066666666666666,,,,,,,,,,,,,,
24,33.5582275390625,0.0069444444444444,,,,,,,,,,,,,,
25,33.53878402709961,0.0072222222222222,,,,,,,,,,,,,,
26,33.57258605957031,0.0075,,,,,,,,,,,,,,
27,33.7665901184082,0.0077777777777777,,,,,,,,,,,,,,
28,33.46685791015625,0.0080555555555555,,,,,,,,,,,,,,
29,33.174530029296875,0.0083333333333333,,,,,,,,,,,,,,
30,33.200775146484375,0.0086111111111111,,,,,,,,,,,,,,
31,33.50727844238281,0.0088888888888888,,,,,,,,,,,,,,
32,33.47931289672852,0.0091666666666666,,,,,,,,,,,,,,
33,33.908260345458984,0.0094444444444444,,,,,,,,,,,,,,
34,33.84513473510742,0.0097222222222222,,,,,,,,,,,,,,
35,33.847164154052734,0.01,,,,,,,,,,,,,,
36,33.535675048828125,0.0102777777777777,,,,,,,,,,,,,,
37,33.064117431640625,0.0105555555555555,,,,,,,,,,,,,,
38,33.59278869628906,0.0108333333333333,,,,,,,,,,,,,,
39,33.787109375,0.0111111111111111,,,,,,,,,,,,,,
40,33.715877532958984,0.0113888888888888,,,,,,,,,,,,,,
